Author; Title; Date of first Publishing; Genre; Sub-Genre; Confidence Score
John Steinbeck;The Grapes of Wrath;1984;Science Fiction; Cyberpunk;100
William Gibson;Neuromancer;No Value;No Value extraction possible;No Value extraction possible;85
Somhairle MacGill-Eain;Hallaig;2018;Non-fiction;Urban Culture;95
Copenhagenize;Mikael Colville-Andersen;1990;Fantasy;High Fantasy;100
Guy Gavriel Kay;Tigana;1995; Fiction; Comedy-drama;100
Nick Hornby; High Fidelity;2017;Non-fiction;Political History;100
Nancy MacLean;Democracy in Chains;2000;Non-fiction;Self-help;95
bell hooks;all about love;1972;Fiction;Fantasy;100
Richard Adams;Watership Down;1902;Non-fiction;Sociology;95
Peter Kropotkin;Mutual Aid;1951;Fiction;Literary;95
Heimito von Doderer;Die Strudlhofstiege;1951;Mystery;Historical Mystery;95
Josephine Tey;The Daughter of Time;No Value Extraction possible;No Value Extraction possible;No Value Extraction possible;95
Steve Martin;Cruel Shoes;2003;Non-Fiction;Mathematics;100
Marcus du Sautoy;The Music of the Primes;No Value;Manual;Training;100
Trevor Thom;The Air Pilot's Manual: Flying Training;1975;Science Fiction;Urban Fantasy;100
Samuel R. Delany;Dhalgren;No Value;Fantasy;No Value;90
Isabel Abedi;Lucian;1982;Philosophy;Spirituality;100
Benjamin Hoff;The Tao of Pooh;1982;Fiction;Autobiographical fiction;100
Charles Bukowski;Ham on Rye;No Value;No Value;No Value;90
Against the Country;Ben Metcalf;1972;Fiction;Fantasy;100
Richard Adams;Watership Down;1955;Fiction;Magical realism;100
ELIZABETH MOON; SHEEPFARMER'S DAUGHTER;1953;Science Fiction;No Value;99
Arthur C. Clarke;Childhood's End;1993;;;
Daniil Kharms ;Incidences ;1975;Science Fiction;Speculative Fiction;95
Samuel R. Delany;Dhalgren;No Value extraction possible;No Value extraction possible;No Value extraction possible;80
R. Ostermeier;Nocebo;1938;Non-fiction;Memoir;100
George Orwell;Homage to Catalonia;No Value;Philosophy;Political Philosophy;95
Arthur Ripstein;Force and Freedom: Kant's Legal and Political Philosophy;No Value;Children's Literature;No Value;95
Astrid Lindgren;Michel aus Lönneberga;No Value;Travel;Guidebooks;90
Nicolas Garrier;Chartreuse Inedite;2000;Fantasy;New Weird;98
China Mieville;Perdido Street Station;;;;
Anatole France; The Life of Joan of Arc;1987;Crime;Fiction;95
James Ellroy;The Black Dahlia;1962;Fiction;Historical fiction;100
Alexander Solzhenitsyn;One Day In The Life Of Ivan Denisovich;1963;Political;History;95
Kwame Nkrumah;Africa Must Unite;1973;Fiction;Satire;95
Kurt Vonnegut;Breakfast of Champions;2011; Fiction; Drama;100
Elena Ferrante; L'amica geniale;1990;Science Fiction;Fantasy;95
Kim Stanley Robinson;A Short Sharp Shock; No Value; Fiction; Novel;90
Micha-El Goehre;Strassenköter;1898;Fiction;Autobiographical novel;95
Elizabeth Von Arnim;Elizabeth and her German Garden;No Value;Non-Fiction;Memoir;100
Sara Gibbs;Drama Queen;2007;Non-fiction;Religious criticism;100
Christopher Hitchens;The Portable Atheist;1968;Science Fiction;No Value;100
Philip K. Dick;Do Androids Dream of Electric Sheep?;No Value;Fantasy;Young Adult;95
Reni K Amayo;Daughters of Nri;;;;
Sonja Schinz ;Prinzip Permakultur Not identifiable;1955;Travel;Travel Guide;100
Alfred Wainwright;A Pictorial Guide to the Lakeland Fells;1943;Children's literature;Fable;95
Antoine de Saint-Exupéry;The Little Prince;1969;Science Fiction;Space Exploration;100
Ursula K. Le Guin;The Left Hand of Darkness;1989;Fiction;Modernist;90
László Krasznahorkai;The Melancholy of Resistance;1948;Humor;Fiction;95
Giovanni Guareschi;The Little World of Don Camillo;No Value;Science Fiction;No Value;90
Harry Harrison;Ruostumaton Teräsrotta;1984; Fiction; Historical;100
Milorad Pavić; Dictionary of the Khazars;1925;Poetry;No Value;100
Rafael Alberti;Marinero en Tierra;1992; Fantasy; Comic Fantasy;100
Terry Pratchett; Small Gods;No Value;No Value extraction possilbe;No Value extraction possilbe;100
Rotraud Degner;PASTA! PASTA! PASTA!;No Value;No Value;No Value;80
Margarete Stokowski;Untenrum Frei;1983;Poetry;Lyrical;95
Erich Fried;Es ist was es ist;2021;Fiction;Novel;95
Ruth Ozeki;The Book of Form and Emptiness;1993; Science Fiction; Dystopian;100
Kim Stanley Robinson; Red Mars;No Date;Poetry;No Sub-genre;90
David Hinton;Mountain Home;1974; Philosophy; Non-fiction;100
Robert M. Pirsig; Zen and the Art of Motorcycle Maintenance;1953;Crime;Detective;100
Friedrich Dürrenmatt;Der Verdacht;No Value extraction possilbe;Non-fiction;No Value extraction possilbe;90
Emma Marris;Wild Souls;1861;Classic Fiction;Literary Fiction;100
Charles Dickens;Great Expectations;1843;Philosophy;Existentialism;100
Søren Kierkegaard;Temor y Temblor;1979;Science Fiction;Comedy;95
Douglas Adams;The Hitchhiker's Guide to the Galaxy;1954;Fantasy;High Fantasy;100
J.R.R. Tolkien;The Fellowship of the Ring;No Value;No Value;No Value;90
Per Holm Knudsen;Slik far man et barn;1990;Fiction;Coming-of-age;95
Hanif Kureishi;The Buddha of Suburbia;1981;Non-fiction;Science;100
Stephen Jay Gould;The Mismeasure of Man;1847;Fiction;Gothic;100
Emily Brontë;Wuthering Heights; No Value; No Value; No Value;100
Keith Johnstone; Impro: Improvisation and the Theatre;1977; Science; Cybernetics;100
V.F. Turchin; The Phenomenon of Science;1893; Drama; Tragedy;90
Salome; Aubrey Beardsley and Oscar Wilde;1963;Children's literature;Picture book;100
Leo Lionni;Swimmy;No;No;No;95
Charles Hampden-Turner;Radical Man;1925;Fiction;Existentialism;95
Franz Kafka;The Trial;1966; Science Fiction; Space Opera;95
Robert A. Heinlein; The Moon is a Harsh Mistress;1966;Non-Fiction;History;100
Alan Moorehead;The Fatal Impact;1847; Fiction; Classic;95
Emily Brontë; Humiseva Hakiju;No date;Non-fiction;Science;90
Hoimar v. Ditfurth;Im Anfang war der Wasserstoff;;Humor;Cartoon;90
Chas Addams;The World of Chas Addams;1964;Children's Fiction;Fantasy;95
Roald Dahl;Charlie and the Chocolate Factory;No Value;No Value;No Value;90
Rahel Jaeggi;Alienation;1970;Sports;Baseball;95
Jim Bouton;Ball Four;No Value;Science Fiction;Dystopian;100
Andreas Eschbach;Der Letzte Seiner Art;1937;Fantasy;High Fantasy;100
J.R.R. Tolkien;The Hobbit;No Value;No Value;No Value;90
Dieter Kühn;Ich Wolkenstein;1971;Children's literature;Fantasy;100
Robert C. O'Brien;Mrs. Frisby and the Rats of NIMH;;;;
Tove Jansson;Sturm im Mumintal;1988;Comic;Superhero;95
Alan Moore Brian Bolland;Batman: The Killing Joke;No Value;Fantasy;Suspense;90
Michael de Larrabeiti;The Borrible Trilogy;1878; Fiction; Classic;100
Thomas Hardy; The Return of the Native;;Religion;Christian Mysticism;95
St. Teresa of Avila;The Interior Castle or The Mansions;1971;Philosophy;Political Philosophy;95
John Rawls;A Theory of Justice;No Value;No Value;No Value;90
Claudia Roden;Arabesque;No Value;No Value;No Value;95
Ein Jahr mit Loki;Lothar Frenz;No Value;Non-fiction;Magic;100
Condensed Chaos;Phil Hine;1954;Fantasy;High Fantasy;95
J. R. R. Tolkien;The Lord of the Rings;No value;No value;No value;90
The Bee-Loud Glade;Steve Himmer;1973;Fiction;Novel;95
Moscow to the End of the Line;Venedikt Erofeev;1967; Fiction; Surrealism;100
 The Third Policeman;Flann O'Brien;1978;Fiction;Experimental;100
Blood and Guts in High School;Kathy Acker;2007;Non-fiction;Memoir;100
Foreskin's Lament;Shalom Auslander;1967;Children's literature;mystery;95
From the Mixed-up Files of Mrs. Basil E. Frankweiler;E. L. Konigsburg;;;;
Pedon sydän;Tanith Lee;1952;Fiction;Novel;95
The Old Man and the Sea;Ernest Hemingway;No Value extraction possilbe;No Value extraction possilbe;No Value extraction possilbe;100
Uns verbrennt die Nacht;Craig Kee Strete; No Value; No Value; No Value;100
 Woman's Inhumanity to Woman;Phyllis Chesler;1914;Novel;Social criticism;100
The Ragged Trousered Philanthropists;Robert Tressell;1892;Politics;Anarchism;100
The Conquest of Bread;Peter Kropotkin;1990;Non-fiction;Information Design;90
Envisioning Information;Edward R. Tufte;1946;Non-fiction;Psychology;100
Man's Search for Meaning;Viktor E. Frankl;1984;Fiction;Philosophical novel;100
The Unbearable Lightness of Being;Milan Kundera;1967;Fiction;Magic realism;100
Cien años de soledad;Gabriel García Márquez;No Value;Non-Fiction;Linguistics;100
Through the Language Glass;Guy Deutscher;1865;Fiction;Fantasy;95
Alice's Adventures in Wonderland;Lewis Carroll;1979;Architecture;Theory;95
Christopher Alexander;The Timeless Way of Building;No Value;Non-fiction;Science 90;
The Quantum and The Lotus;Mathieu Ricard & Trinh Xuan Thuan;2014;Non-fiction;Psychology;100
The Body Keeps the Score;Bessel van der Kolk;1986;Fiction;Literary Fiction;90
Der Mensch ist ein Großer Fasan auf der Welt;Herta Müller;No Value;Non-fiction;Self-help;95
Anständig essen;Karen Duve;1973;Fantasy;Bildungsroman;100
Momo;Michael Ende;1997;Science;Biology;90
Mind and Nature;Gregory Bateson;1977;Comedy;Fiction;95
Sunset at Blandings;P.G. Wodehouse;No Value;No Value;No Value;100
Star of the Sea;Joseph O'Connor;1953; Fiction; Dystopian;100
Fahrenheit 451;Ray Bradbury;1964;;;100
Sometimes A Great Notion ;Ken Kesey ;1977;Science;Physics;100
The First Three Minutes;Steven Weinberg;1994;Non-Fiction;History of Technology;100
Skunk Works;Ben R. Rich;1967;Fiction;Magical Realism;100
One Hundred Years of Solitude;Gabriel García Márquez;No Value;No Value;No Value;90
Las Pirañas;Miguel Sánchez-Ostiz;No Value extraction possilbe;No Value extraction possilbe;No Value extraction possilbe;90
The Wonderful Wild;Gesa Neitzel;1956;Science Fiction;Space Opera;95
PLAGUE SHIP;Andre Norton;1964;Performing Arts;Theater;90
Brecht on Theatre;Bertolt Brecht;2003;Fiction;Romance;100
The Time Traveler's Wife;Audrey Niffenegger;1979;Non-fiction;Philosophy;100
Practical Ethics;Peter Singer; No Value; No Value; No Value;95
 Collected Works;Rudyard Kipling;1980;Fiction ;Mystery ;100
De Naam van de Roos ;Umberto Eco ;1937;Fantasy;Adventure;100
The Hobbit;J.R.R. Tolkien;1967;Literary Fiction;Magical Realism;100
One Hundred Years of Solitude;Gabriel García Márquez;No Value extraction possible;Grammar;Latin;100
Wheelock's Latin Grammar;Frederic M. Wheelock;No Value;Poetry;Classical;100
Poems;C.P. Cavafy;None;Non-fiction;Reference;90
Paul Smart;The Illustrated Encyclopedia of the Butterfly World in Colour;2015;Non-fiction;Science;100
David R. Montgomery and Anne Biklé;The Hidden Half of Nature;;Fiction;Gothic;95
Mary Wollstonecraft Shelley;Frankenstein or The Modern Prometheus;1954;Fantasy;High Fantasy;100
J. R. R. Tolkien;The Lord of the Rings;1969;Science Fiction;Climate Fiction;100
Ursula K. Le Guin;The Left Hand of Darkness; No Value extraction possilbe; No Value extraction possilbe; No Value extraction possilbe;85
Wolfgang Herrndorf; Arbeit und Struktur;1930; Fiction; Southern Gothic;100
William Faulkner; As I Lay Dying;1600;Drama;Tragedy;100
William Shakespeare;Hamlet;1938;Non-fiction;War;100
George Orwell;Homage to Catalonia; No Value; Fiction; Graphic Novel;95
Bryan Lee O'Malley; Lost At Sea;1949;Science-fiction;Dystopian;100
George Orwell;1984;1913; Fantasy; Children's Fantasy;95
L. Frank Baum; The Patchwork Girl of Oz;;Classic;Epics;100
Homer;The Iliad;2019; Science Fiction; Time Travel;100
Amal El-Mohtar; This Is How You Lose the Time War;No Value;Programming;Computer Programming;100
Donald Alcock;Illustrating BASIC: A Simple Programming Language;1990;Science Fiction;No Value;95
Iain M. Banks;Use of Weapons;1999;fiction ;crime ;96
Fred Vargas ;Es Geht Noch Ein Zug Von Der Gare Du Nord ;No Value;No Value;No Value;90
Ruth L. Ozeki;Lihan oppivuosi;1971;Fiction;Thriller;90
Luke Rhinehart;The Dice Man;1964;Science fiction;Cybernetics;90
Stanislaw Lem;Summma Technologiate;1990;Crime Fiction;Detective Fiction;100
WALTER MOSLEY;DEVIL IN A BLUE DRESS;1904;Health;Fitness;95
Lieut J.P. Muller;My System;1988;Fantasy;Comedy;90
Terry Pratchett;Total verhext;No Value;No Value;No Value;95
DR. ROBIN L. SMITH;Lies at the Altar: The Truth About Great Marriages;No Value;No Value;No Value;95
STEPHEN KING;SE;No Value;No Value;No Value;100
Gene Roberts;The Race Beat;1951;Fiction;Modernist;90
Samuel Beckett;Molloy Malone Dies The Unnamable;1969; Science Fiction; No Value;100
Ursula K. LeGuin; The Left Hand of Darkness;1851;Fiction;Adventure;100
Herman Melville;Moby Dick;1960;Poetry;Epic;100
Charles Olson;The Maximus Poems;No Value;Technology;Web design;90
jeffrey zeldman;designing with web standards; No Value; Parenting; Child Development;100
Daniel J. Siegel; No-Drama Discipline;1908;Children's literature;No Value;100
Lucy Maud Montgomery;Anne auf Green Gables;1990;Non-fiction;Writing;100
Ray Bradbury;Zen in the Art of Writing;2000;Memoir;Non-Fiction;100
A Heartbreaking Work of Staggering Genius;Dave Eggers;1969;No Value;No Value;100
Frank Fraser Darling;Wilderness & Plenty;2004;Non-fiction;Cultural anthropology;100
Anna Lowenhaupt Tsing;Friction: An Ethnography of Global Connection;2013;Fiction;Literary Fiction;100
Donna Tartt;The Goldfinch;No date available;No genre available;No sub-genre available;90
Kirsty Bell;The Undercurrents;2008; Non-Fiction; Self-Help;100
Andy Hunt; Pragmatic Thinking & Learning: Refactor Your Wetware; No Value extraction possible; No Value extraction possible; No Value extraction possible;100
Wolf Schneider; Deutsch für Kenner;1967;Fiction;Magical Realism;100
Gabriel Garcia Marquez;One Hundred Years of Solitude; No Value; Non-fiction; Social Issues;100
Helen Garner; the first stone;1937; Fantasy; High Fantasy;100
J. R. R. Tolkien; Bilbo Le Hobbit;1977;Non-fiction;Psychology;100
Nancy Friday;Wie meine Mutter My Mother my self;1976;Fiction;Drama;90
Rita Mae Brown;Rubinroter Dschungel;No Value;No Value;No Value;95
HELENA ADLER;Miserere;;Non-Fiction;Education;90
Manfred Spitzer;Lernen;1963;Novel;;95
MARLEN HAUSHOFER ;Die Wand ;1971;Fantasy;Young Adult;100
Otfried Preußler;Krabat;2018;Non-fiction;Science;95
Michael Pollan;How to Change Your Mind;No Value;History;Military history;90
Michael Lewis;The History of the British Navy;1953;Science fiction;Alien Invasion;100
Arthur C. Clarke;Childhood's End;No Value;No Value;No Value;90
Fay Bound Alberti;A Biography of Loneliness;2009; Non-fiction; Sports;100
Simon Kuper; Why England Lose & Other Curious Football Phenomena Explained;1983;Science Fiction;Apocalyptic Fiction;100
Isaac Asimov;Die Apokalypsen Der Menschheit;1973;Fantasy;Adventure;95
William Goldman;The Princess Bride;1931;Children's fiction;Fantasy;95
Erich Kästner;Der 35. Mai;;No Value;;100
Lewis J. Pinson;Richard S. Wiener;1996; Fiction; Literary Fiction;100
David Foster Wallace; Infinite Jest;; Novel;;90
Heinz Strunk; Der goldene Handschuh;No Value;No Value;No Value;90
Susanne Klingner;Hab ich selbst gemacht;1974;Science Fiction;Dystopian;100
Ursula K. Le Guin;The Dispossessed;No Value;Science Fiction;No Value;95
Isaac Asimov;Faszination der Science Fiction;1979;Science Fiction;Space Opera;100
Douglas Adams;The Hitchhiker's Guide to the Galaxy;1844; Fiction; Historical;95
Alexandre Dumas; The Count of Monte Cristo;1959;Science Fiction;;
Andre Norton;The Beast Master;1962;Novel;Gothic;100
Shirley Jackson;Siempre hemos vivido en el castillo;1985; Non-fiction; Clinical Tales;95
Oliver Sacks; The Man Who Mistook His Wife for a Hat;No Value;No Value extraction possible;No Value extraction possible;100
Jodi Taylor;Miss Maxwells Kurioses Zeitarchiv;1937;Fantasy;High Fantasy;95
J.R.R. Tolkien;The Hobbit or There and Back Again;1979;Non-fiction;Philosophy;95
Douglas R. Hofstadter;Gödel  Escher  Bach: An Eternal Golden Braid;2002;Fiction;Historical;100
Amos Oz;Eine Geschichte von Liebe und Finsternis;1996; Fiction; Adventure;100
Alex Garland; The Beach;1958;Fiction;Historical;95
Leon Uris;Exodus;1969;Science Fiction;;
Ursula K. LeGuin;The Left Hand of Darkness;1985;Non-fiction;Art;90
T.J. Clark;The Painting of Modern Life: Paris in the Art of Manet and His Followers;;Fiction;Historical;100
Sir Walter Scott;Old Mortality;No Value;Non-fiction;Social Sciences;95
Julia Ebner;Massenradikalisierung;No Value;No Value;No Value;95
Frank E. Manuel and Fritzie P. Manuel;Utopian Thought in the Western World;1970;Fiction;Literary;95
Toni Morrison;The Bluest Eye; No Value; No Value; No Value;90
Mahabharata; William Buck;2000;Science Fiction;Fantasy;95
China Miéville;Perdido Street Station;No Value;Non-fiction;No Value;95
Barbara Demick;Suljettu maa; No Value; Historical Fiction; Nautical Fiction;90
Patrick O'Brian; The Complete Aubrey/Maturin Novels; No Value extraction possilbe; No Value extraction possilbe; No Value extraction possilbe;100
Iain Sinclair; London Orbital;1951;Science Fiction;Space Opera;100
Isaac Asimov;Foundation;1987;Science Fiction;Space Opera;100
Iain M. Banks;Consider Phlebas;1985;Adventure;Children's;100
Gary Paulsen;Dogsong;1890;Fiction;Drama;90
Knut Hamsun;Hunger;1932;Science Fiction;Dystopian;100
Aldous Huxley;Brave New World;1995; Fantasy; High Fantasy;100
Robin Hobb; Salamurhaajan Oppipoika;1965;Science Fiction;Space Opera;100
Frank Herbert;Dune;1979;Non-fiction;Philosophy;95
Douglas R. Hofstadter;Gödel  Escher  Bach: An Eternal Golden Braid;1979;Non-fiction;Philosophy;95
